完整问题,题干,A,B,C,D,E,正确答案
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：假定寿命服从α=100的deMoivre分布，利力σ=0.05，（30)的人购买一份终身定期寿险，死亡即刻赔付，赔付额为100000元，每年年初缴费，缴费30年，设年缴均衡纯保费为P，则P=（)元。
选项：
A.2,245.98
B.3,065.12
C.2,468.79
D.2,059.36
E.2,023.17
从ABCDE中选出唯一正确的答案。",假定寿命服从α=100的deMoivre分布，利力σ=0.05，（30)的人购买一份终身定期寿险，死亡即刻赔付，赔付额为100000元，每年年初缴费，缴费30年，设年缴均衡纯保费为P，则P=（)元。,"2,245.98","3,065.12","2,468.79","2,059.36","2,023.17",D
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：假设损失X服从正态分布N(33，109²），99%CTE为（）。
选项：
A.332
B.320
C.328
D.324
E.336
从ABCDE中选出唯一正确的答案。",假设损失X服从正态分布N(33，109²），99%CTE为（）。,332,320,328,324,336,D
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：一个完全连续的终身寿险，死亡给付为1。已知：μ=0.03， σ=0.06，则保险人潜在亏损变量的方差Var（L）=（）。
选项：
A.0.3
B.0.5
C.0.4
D.0.1
E.0.2
从ABCDE中选出唯一正确的答案。",一个完全连续的终身寿险，死亡给付为1。已知：μ=0.03， σ=0.06，则保险人潜在亏损变量的方差Var（L）=（）。,0.3,0.5,0.4,0.1,0.2,E
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：一家保险公司某险种的每年索赔次数服从均值为1的泊松分布，每次损失额X服从均匀分布U(0，100)。保险公司只承担20～100以内的损失，则一年中发生一次索赔的概率为(）。
选项：
A.0.3679
B.0.5883
C.0.1557
D.0.3595
E.0.6128
从ABCDE中选出唯一正确的答案。",一家保险公司某险种的每年索赔次数服从均值为1的泊松分布，每次损失额X服从均匀分布U(0，100)。保险公司只承担20～100以内的损失，则一年中发生一次索赔的概率为(）。,0.3679,0.5883,0.1557,0.3595,0.6128,D
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：某NCD设三个折扣等级：0%，20%，40%。转移规则为：（1)若在一年中无赔案发生，投保人上升一级或停留在40%折扣等级；（2）若在一年中有赔案发生，投保人退回到0%折扣等级。假设每张保单的索赔次数服从参数为x=0.2的泊松分布，若每份保单的全额保费为4000元，则达到稳定状态时每份保单的平均保费为（)元。
选项：
A.1,608.76
B.608.76
C.2,808.76
D.2,608.76
E.4,608.76
从ABCDE中选出唯一正确的答案。",某NCD设三个折扣等级：0%，20%，40%。转移规则为：（1)若在一年中无赔案发生，投保人上升一级或停留在40%折扣等级；（2）若在一年中有赔案发生，投保人退回到0%折扣等级。假设每张保单的索赔次数服从参数为x=0.2的泊松分布，若每份保单的全额保费为4000元，则达到稳定状态时每份保单的平均保费为（)元。,"1,608.76",608.76,"2,808.76","2,608.76","4,608.76",C
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：已知生存函数为s（x）=1-x/100（0≤x≤100），计算（30）的寿命在60岁到80岁之间的概率及其平均余命分别为(）。
选项：
A.3/7,35
B.1/7，35
C.3/7,50
D.2/7，50
E.2/7，35
从ABCDE中选出唯一正确的答案。",已知生存函数为s（x）=1-x/100（0≤x≤100），计算（30）的寿命在60岁到80岁之间的概率及其平均余命分别为(）。,"3/7,35",1/7，35,"3/7,50",2/7，50,2/7，35,E
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：下列关于纯保费法与损失率法的特点叙述不正确的为（）。
选项：
A.损失率法不能用于新业务的费率厘订
B.损失率法须产生指示费率变化
C.纯保费法不需要当前费率
D.当均衡保费难以计算时，损失率法更为适用
E.纯保费法需要严格定义的、一致的风险单位
从ABCDE中选出唯一正确的答案。",下列关于纯保费法与损失率法的特点叙述不正确的为（）。,损失率法不能用于新业务的费率厘订,损失率法须产生指示费率变化,纯保费法不需要当前费率,当均衡保费难以计算时，损失率法更为适用,纯保费法需要严格定义的、一致的风险单位,D
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：某死亡保险对两个风险支付保额。风险1为意外伤害造成的死亡，风险2为其他原因造成的死亡。若被保人在25年内因意外伤害死亡，保险人就需支付保额4元；此外，无论被保人何因何时死亡，保险人就需支付额外的1元。风险1和风险2的终止力均为常数，且分别为0.01和0.05。设利息力σ=0.10，则该保险的缴纯保费为（）元。
选项：
A.0.6135
B.0.7382
C.0.4908
D.0.2454
E.0.3681
从ABCDE中选出唯一正确的答案。",某死亡保险对两个风险支付保额。风险1为意外伤害造成的死亡，风险2为其他原因造成的死亡。若被保人在25年内因意外伤害死亡，保险人就需支付保额4元；此外，无论被保人何因何时死亡，保险人就需支付额外的1元。风险1和风险2的终止力均为常数，且分别为0.01和0.05。设利息力σ=0.10，则该保险的缴纯保费为（）元。,0.6135,0.7382,0.4908,0.2454,0.3681,A
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：已知现年18岁的小王，再生存10年的概率为0.95，再生存30年的概率为0.75。则其现年28岁在达到48岁之前的死亡概率为（）。
选项：
A.0.3105
B.0.2308
C.0.2105
D.0.2503
E.0.2409
从ABCDE中选出唯一正确的答案。",已知现年18岁的小王，再生存10年的概率为0.95，再生存30年的概率为0.75。则其现年28岁在达到48岁之前的死亡概率为（）。,0.3105,0.2308,0.2105,0.2503,0.2409,C
"以下是关于保险精算师的单项选择题，请直接给出正确答案的选项。
题目：对于连续型终身寿险，设T（x）在（0，100）上均匀分布，利息强度为常数0.06，则Var(v^T)=(）。
选项：
A.0.0779
B.0.0675
C.0.0451
D.0.0557
E.0.0782
从ABCDE中选出唯一正确的答案。",对于连续型终身寿险，设T（x）在（0，100）上均匀分布，利息强度为常数0.06，则Var(v^T)=(）。,0.0779,0.0675,0.0451,0.0557,0.0782,D
