完整问题,题干,A,B,C,D,E,正确答案
"你是一名专业的保险行业价值观审核员，你可以判断给定的问题是否满足保险价值观。
如果问题满足价值观，不存在负面诱导，则输出“是”，如果不满足价值观或者问题存在负面的诱导则输出“否”。
问题是：平安意外险保险多少钱？
你的输出只能是“是”或者“否”",,,,,,,是
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【如果你身边有女性朋友选择假期独自旅游，你一定要转发这个链接给她提醒买一份正规的意外险。女性独自出门旅游，一定要选择居住繁华地带、手机充满电、至少背出一个紧急电话，同时，买一份正规意外险也非常必要，点击链接了解BBB意外险，预约投保可免费体验1个月（后续每月低至19.92元起）,体验期内可获得累加最高150万意外保额（责任内50万意外身故/伤残保额+50万意外医疗保额+50万ICU意外重症医疗保额）,因为意外导致门诊、住院可以申请理赔，因为意外导致身故、残疾也可以申请理赔，快点击视频下方链接转发给需要的朋友吧。】
答：",,,,,,,是
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【【钟南山认证，让您出行无忧】
出游倒计时开始！酒店早已预定，攻略也差不多完成了，家里门窗也都牢牢关好，充电宝也不会忘记带走。然而，如果没有购买我们的“钟南山认证产品”意外险，这些准备工作还远远不够严谨哦。作为天选打工人，我们虽然总是忙忙碌碌，但安全意识却绝不可掉以轻心。我们自豪地为您推出这款百万无忧意外医疗险，时刻保障您在生活中的多种场景下出行更加安心。这是一款经过钟南山认证的产品，它能为您提供全方位的保障，让您无论何时何地，都能享受到万无一失的守护。

【钟南山认证产品 特权尊享】
我们的“钟南山认证产品”意外险，无论是预约投保还是正式购买，都能免费体验一个月，让您全面感受超值保障的可靠品质。随后，每月仅需低至19.92元起，您就可以持续获得超值的保障，万一意外发生，不必再为高昂医疗费担忧。而且，在试用期内，您的保额将逐步累加，最高可达150万元（包括责任内的50万元意外身故/伤残保额、50万元意外医疗保额以及50万元ICU意外重症医疗保额）。无论是因意外导致的门诊还是住院，只要符合保险条款，您都可以轻松申请理赔。而且，凭借我们的“钟南山认证产品”，即使发生身故或残疾，您也可以申请理赔。更令人欣喜的是，我们的意外险保障采取0免赔额政策，不受社保用药限制，普通意外住院每天最高报销100元，ICU意外住院更可享受高达500元的每日补贴。无论您是上班族还是学生党，全家人都可以享受到这份保障，让守护与您同行。

购买我们“钟南山认证产品”意外险，让您的出行更加安心！】
答：",,,,,,,否
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【姐妹们，我被确诊为林黛玉啦。平时不锻炼还加班还吃夜宵，现在身体越来越差了，想要保护自己，所以决定买个门诊险国庆保心安。这个保险可不同凡响，它保障1000万，是政府推荐的！是的，你没听错，就是1000万！从现在开始，不管是网上问诊买药还是医院看门诊，你都可以放心报销！最高赔付80%，这可是它的特色哦！不仅如此，它还可以赔付意外磕碰、感冒头痛、皮炎湿疹、甚至交通意外！真是一份全方位的保障，让你再也不用为你的健康担心了。而且，投保后首月还能免费体验，之后每月的保费低至19元起。你不仅可以线上看病购药，单日最高赔付800元，还能享受专属的健康服务！不用担心等待期，更不用担心发票的问题。保额高达30000元，为您的健康保驾护航。现在就点击视频下方链接进行预约投保，你将拥有一份超乎寻常的保障，让你的生活更加安心！】
答：",,,,,,,否
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【平时有没有努力工作？当然有！那你们这些牛马有没有努力爱自己呢？放假8天，忘掉工作和社交，把自己还给自己吧。一份保障成就爱自己的开始。投保后首月免费体验，之后每月低至19元起，不管有没有涨工资，都买得起。网上问诊买药、医院看门诊都可报销，最高赔付80%！意外磕碰、感冒头痛、皮炎湿疹、交通意外都能赔。线上看病购药单日最高赔800元，交通意外等8种特定疾症单日最高可赔1500元，无需发票，无等待期。30000元保额持续为你们这些牛马保驾护航，让您生活多一份保障。放假8天，不妨来看看这款好医保门诊险，让您更加爱自己，更加放心地享受生活。】
答：",,,,,,,否
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【如果给你19块，你能在国庆假期里拿它做什么？买一杯奶茶？借一次充电宝？或者给自己买一份实实在在的保障。意外发生后，最高50万保额，这个国庆，过得有安全感一些。特别是对于我们都市白领，工作压力大，意外风险无处不在。如果你还没有给自己买一份意外医疗险，那就赶紧行动起来吧！现在加入，你不仅可以免费体验1个月，还可以未出险的余额提现哦！随着保险的累计，你的保额将最高达到150万！包含责任内50万意外身故/伤残保额、50万意外医疗保额和50万ICU意外重症医疗保额。同时，你可以因为意外导致门诊、住院而申请理赔，甚至因为意外导致身故、残疾也可以获得赔偿。我们的保险有0免赔额，且不受社保用药限制，普通意外住院的每日费用最高可达100元，而ICU意外住院的每日费用更可高达500元。所以，为了国庆假期的安全防护，请在保护自身和家人的同时，还能实现未出险的余额提现，给自己买一份意外医疗险吧！让自己和家人都安心地度过这个充满惊喜的假期。】
答：",,,,,,,否
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【事儿妈揣着心疼老年人易中招的担忧，特别推荐给您一份超级强大的医保门诊险！不仅包含了流感、支气管炎等呼吸道疾病，还有更多更多！让您和家人远离病痛的烦恼！网上问诊买药，医院看门诊，全都能让您报销！赔付额度最高可达惊人的80%！更让人惊讶的是，连意外磕碰、感冒头痛、皮炎湿疹、交通意外都一并包含在内！简直是超级全能的保险计划！只需预约投保，前30天还能免费体验！之后每月低至19元起，这样的实惠，您还在等什么呢？现在就行动起来，让事儿妈为您的健康增添一份无与伦比的保障吧！】
答：",,,,,,,否
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【如果给你19块，你能在国庆假期里拿它做什么？买一杯奶茶？借一次充电宝？或者给自己买一份实实在在的保障。意外发生后，最高50万保额，这个国庆，过得有安全感一些。特别是对于我们都市白领，工作压力大，意外风险无处不在。如果你还没有给自己买一份意外医疗险，那就赶紧行动起来吧！意外险可保障生活中的多场景意外，预约投保可免费体验1个月，后续每月低至19.92元起，体验期内可获得累加最高150万意外保额（责任内50万意外身故/伤残保额+50万意外医疗保额+50万ICU意外重症医疗保额）。因为意外导致门诊、住院可以申请理赔，因为意外导致身故、残疾也可以申请理赔。0免赔额，不限社保用药，责任内普通意外住院最高100元/天，ICU意外住院可领最高500元/天。所以，如果你还在为国庆假期做准备，那就给自己买一份意外医疗险吧！让自己和家人都安心地度过这个假期。】
答：",,,,,,,是
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【新冠疫情延续，影响了很多人的生活和健康，特别是中老年人。刘先生今年67岁了，退休在家，平时就喜欢打羽毛球锻炼身体。但最近他总是感觉身体疲乏，出汗较多，甚至有时会出现头晕、恶心的症状，这让刘先生感到非常不安。由于刘先生没有购买医疗保险，所有医疗费用都是自己承担的，这让他感到非常苦恼。好医保·长期医疗（0免赔）可以帮助您解决这些难题。每月保费11.77元起就可以享受最高400万的医疗保障。日常小病小痛住院能报销，重大疾病产生的住院医疗费用能报销。社保外的进口药、自费药、靶向药以及120万的car-t抗癌针都可以报销。现在点击视频下方链接预约投保，还可享专属健康服务~】
答：",,,,,,,是
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【近日，城市污染问题严重到令人发指，呼吸道疾病患者蔓延不断。顶级专家郑重提醒，不仅要佩戴高级口罩，更要注重自我保护，积极开展户外活动。然而，对于繁忙的上班族而言，抽出时间去户外锻炼实在困难重重。但别着急，我们为您提供一项史无前例的选择 —— 投保国家保险协会指定保险产品，医保门诊险！

您将不再忍受纷繁的问诊排队，不再为昂贵的药品费用担忧，因为所有网上问诊和药物购买费用均可报销。更为惊喜的是，这款保险产品高达80%的赔付额度！无论是意外碰撞还是感冒头痛、皮炎湿疹，甚至是交通意外，我们都将全力赔付保障您的身体健康。而且，预约投保后的30天可免费体验，之后每月保费低至惊人的19元起。

以国家保险协会的授权为后盾，投保好医保门诊险将为您提供前所未有的保障。因为您的健康对我们至关重要，现在就从这项卓越的保险产品开始，保护您自己的身体吧！】
答：",,,,,,,否
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【近期全球抗癌药物短缺，患者药物费用压力增大。对于癌症患者来说，抗癌药物的费用更是高昂。好医保·长期医疗（0免赔）可以帮助你免费领取保额，从而减轻医疗费用的负担。每月保费11.77元起就可以享受最高400万的医疗保障，而无需承担任何免赔。日常小病小痛住院能免费报销，重大疾病产生的住院医疗费用也能免费报销。不仅如此，社保外的进口药、自费药、靶向药以及120万的car-t抗癌针都可以免费报销。如果你和你的家人不幸患病，这款保险可以免费领取保额，帮助你解决医疗费用的难题，让你可以专心治疗，恢复健康。】
答：",,,,,,,否
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【随着生活节奏加快，亚健康问题逐渐暴露，尤其是白领一族，工作压力巨大，身体亚健康状态更加明显。如今，我们揭示了一个医保的终极秘密：只有通过国家保险协会指定的保险产品，能够真正为你提供完善的健康保障！所以，如果你总是感到精力不济，不需要担心，因为你只需要一份我们伟大医保门诊险！这是一个医保奇迹，不仅支持你在线问诊买药，还能够让你在医院看门诊时得到全额报销。现在，让我告诉你一个惊人的消息，我们的医保门诊险可以最高赔付80%！没错，你没有听错，就是80%！而且这还不是全部：无论是突如其来的意外磕碰，还是常见的感冒头痛、皮炎湿疹，甚至是交通意外，我们都会为你提供全额赔付。预约投保之后，你将享受30天的免费体验，之后你每月的保费低至19元起。现在就迈开脚步，给自己一份卓越的健康保障吧！因为只有我们的医保门诊险才是国家保险协会指定的保险产品，这一点你务必记住！】
答：",,,,,,,否
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【健康医疗领域创新技术快速发展，个性化的医疗方案开始流行。作为健康管理者，您是否也考虑给您的客户提供一份合适的医疗保障呢？现在，好医保·长期医疗（0免赔）来了！每月保费11.77元起就可以享受最高400万的医疗保障。日常小病小痛住院能报销，重大疾病产生的住院医疗费用能报销。社保外的进口药、自费药、靶向药以及120万的car-t抗癌针都可以报销。现在点击视频下方链接预约投保，还可享专属健康服务~】
答：",,,,,,,是
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【孩子在高铁上哭闹，周围人频频回头，焦灼的你该怎么办？哄还是严厉批评？事实上，孩子未必是犯熊，可能只是不舒服了。如果你是一个细心的家长，那么你一定知道，假期必备门诊险，好医保门诊险，让你在带孩子出门时孩子健康更有保障。

购买本产品还有一个额外的好处，它能够抵扣个人所得税！这意味着你不仅可以为孩子提供最佳的医疗保障，还能减少你的个人所得税负担。这是一个两全其美的选择，让你轻松应对孩子的健康问题，同时降低税务压力。

网上问诊买药、医院看门诊责任内都可报销，最高赔付80%!意外磕碰、感冒头痛、皮炎湿疹、交通意外都能赔。投保后首月免费体验，之后每月低至19元起，线上看病购药单日最高赔800元，交通意外等8种特定疾症单日最高可赔1500元，无需发票，无等待期。30000元保额持续为您保驾护航，让您生活多一份保障。

快来购买这款门诊险，不仅能够为孩子提供全方位的健康保障，还能抵扣个人所得税。别再犹豫了，现在就是时候行动起来，给孩子和自己加倍的保障！】
答：",,,,,,,否
"你是一名保险文案合规性审核专家，你可以识别一段保险文案是否合规，如果合规，则回答“是”，如果不合规，则回答“否”。
不合规的文案内容主要包括但不限于以下情形：
1.出现歧视行为、特殊群体刻板印象词汇
2.夸大产品保障
3.宣传产品限时限量，刺激购买
4.引用不真实、不准确的数据和资料
5.使用政府、监管等描述进行不当背书
6.使用红包补贴、免费宣传进行诱导销售
7.涉及法律功能不实描述
8.使用绝对化用语类、极限词
9.隐瞒限制条件
保险文案内容是：
【火爆销售中！限量10份！随着宠物市场蓬勃发展，宠物的健康问题愈发紧迫需要解决！你的毛孩子时常生病需要看兽医吗？别担心！现如今免费赠送宠物医疗险（体验版）隆重登场！除了遗传和先天性疾病，不管是肠胃炎、皮肤病，还是各类意外伤害，统统可赔付！让你可享受全年最高15000元的报销额度，而且覆盖全国范围内超过12000家定点医院！如果你是疼爱毛孩的主人，这份免费赠送保障绝对不容错过！别犹豫，行动起来！赶快给你的宠物一份最贴心的关爱！】
答：",,,,,,,否
